City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Pimentel,PE,-6.8367,-79.9342,67.01,85,87,16.37,overcast clouds
464,Padang,ID,-0.9492,100.3543,78.85,78,100,1.7,overcast clouds
465,Colomi,BO,-17.35,-65.8667,45.95,84,56,4.92,broken clouds
466,Marawi,PH,7.9986,124.2928,78.4,69,71,1.97,broken clouds
467,Satwas,IN,22.5333,76.6833,81.55,26,0,6.89,clear sky
468,Bulgan,MN,48.8125,103.5347,37.92,50,10,3.83,clear sky
469,San Cristobal,VE,7.7669,-72.225,73.58,85,100,2.75,overcast clouds
470,Padilla,CO,3.2204,-76.3139,78.37,92,100,3.31,overcast clouds
471,Blackwater,AU,-23.5833,148.8833,79.48,36,0,9.33,clear sky
472,Tornio,FI,65.8481,24.1466,21.22,92,99,1.43,overcast clouds
473,Brae,GB,60.3964,-1.353,46.09,88,94,21.92,overcast clouds
474,Jasper,US,37.2001,-94.3502,63.9,68,0,8.05,clear sky
475,Olinda,BR,-8.0089,-34.8553,83.93,74,40,6.91,scattered clouds
476,Vila Velha,BR,-20.3297,-40.2925,73.35,73,40,6.91,scattered clouds
477,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.23,63,99,15.97,overcast clouds
478,San Ramon,US,37.7799,-121.978,67.82,55,0,14.97,clear sky
479,Methoni,GR,36.8197,21.7049,60.22,67,100,2.98,overcast clouds
480,Sarakhs,IR,36.5449,61.1577,62.11,37,100,20.2,overcast clouds
481,Cafelandia,BR,-21.8025,-49.61,60.85,74,0,6.71,clear sky
482,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,88,21,4.14,few clouds
483,Huanuco,PE,-9.9329,-76.2415,62.31,93,52,1.3,light rain
484,Umea,SE,63.8284,20.2597,29.91,100,40,3.44,scattered clouds
485,Soeng Sang,TH,14.4264,102.4606,85.41,53,93,4.05,overcast clouds
486,Rio Cuarto,AR,-33.1307,-64.3499,60.48,44,1,11.32,clear sky
487,Cockburn Town,TC,21.4612,-71.1419,77.47,81,59,23.58,broken clouds
488,Sulangan,PH,11.1373,123.7228,82.18,71,32,4.76,scattered clouds
489,Klaksvik,FO,62.2266,-6.589,47.32,98,100,14.52,overcast clouds
490,Libourne,FR,44.9167,-0.25,57.22,83,0,5.7,clear sky
491,Srednekolymsk,RU,67.45,153.6833,17.24,78,100,3.89,overcast clouds
492,Saldanha,ZA,-33.0117,17.9442,54.79,61,3,16.15,clear sky
493,Bhag,PK,29.0415,67.8239,84.87,5,0,5.82,clear sky
494,Russell,US,32.3502,-85.1999,71.2,67,0,0.0,clear sky
495,San Policarpo,PH,12.1791,125.5072,82.94,70,99,4.94,overcast clouds
496,Kadiri,IN,14.1167,78.1667,80.26,56,23,3.11,few clouds
497,Qui Nhon,VN,13.7667,109.2333,80.2,84,87,3.04,overcast clouds
498,Albemarle,US,35.3501,-80.2001,61.36,61,0,0.0,clear sky
499,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.75,99,100,2.26,overcast clouds
500,Roebourne,AU,-20.7833,117.1333,90.79,38,12,11.27,few clouds
501,Khanpur,PK,28.6453,70.6567,79.84,13,0,6.33,clear sky
502,Kirkwall,GB,58.9848,-2.9587,46.45,93,100,17.27,overcast clouds
503,Bembereke,BJ,10.2283,2.6634,72.36,82,100,8.75,light rain
504,Evensk,RU,61.95,159.2333,28.87,76,92,2.53,overcast clouds
505,Airai,TL,-8.9266,125.4092,72.07,65,88,1.25,overcast clouds
506,Filadelfia,US,39.9523,-75.1638,62.28,37,0,8.05,clear sky
507,Chapais,CA,49.7834,-74.8492,31.78,99,100,0.85,snow
508,Rajur,IN,20.1167,78.9167,88.54,18,100,5.17,overcast clouds
509,Okha,RU,53.5739,142.9478,32.76,73,100,12.64,overcast clouds
510,Itarema,BR,-2.9248,-39.9167,77.97,84,64,4.72,broken clouds
511,Moerai,PF,-22.4333,-151.3333,80.58,69,12,9.15,few clouds
512,Portland,US,45.5234,-122.6762,55.62,41,20,4.61,few clouds
513,Dawlatabad,AF,36.4141,64.9053,65.03,37,31,7.31,scattered clouds
514,Nanortalik,GL,60.1432,-45.2371,26.38,79,98,12.86,overcast clouds
515,Kloulklubed,PW,7.0419,134.2556,82.81,76,54,7.65,broken clouds
516,Skibbereen,IE,51.55,-9.2667,52.11,93,99,5.73,overcast clouds
517,Port Macquarie,AU,-31.4333,152.9167,72.9,58,98,6.91,overcast clouds
518,Bonavista,CA,48.6499,-53.1147,33.55,83,49,13.85,scattered clouds
519,Ngunguru,NZ,-35.6167,174.5,64.99,81,100,4.54,overcast clouds
520,Banjarmasin,ID,-3.3244,114.591,82.94,78,67,2.13,light rain
521,Zalantun,CN,48.0,122.7167,45.75,18,7,19.48,clear sky
522,Hambantota,LK,6.1241,81.1185,77.34,100,20,0.0,few clouds
523,Esil,KZ,51.9556,66.4042,50.59,68,100,8.23,overcast clouds
524,Wanning,CN,18.8003,110.3967,78.85,80,76,9.62,broken clouds
525,Tahta,EG,26.7693,31.5021,72.54,18,0,7.63,clear sky
526,Daru,PG,-9.0763,143.2092,76.89,92,100,6.44,heavy intensity rain
527,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,75,12.66,moderate rain
528,Verkhoyansk,RU,67.5447,133.385,11.46,84,98,3.18,overcast clouds
529,Yumen,CN,40.2833,97.2,38.7,27,0,24.36,clear sky
530,Pemberton,CA,50.3164,-122.8027,43.84,52,77,1.74,broken clouds
531,Ayutla,MX,20.1167,-104.3333,76.32,33,100,6.71,overcast clouds
532,San Lazaro,BZ,18.0387,-88.6622,78.21,77,10,8.7,clear sky
533,Bahia Blanca,AR,-38.7196,-62.2724,60.12,54,0,12.59,clear sky
534,Seoul,KR,37.5683,126.9778,54.84,32,6,4.52,clear sky
535,Kizhinga,RU,51.8462,109.9097,41.99,49,100,11.72,overcast clouds
536,Santa Cruz De Tenerife,ES,28.4682,-16.2546,70.72,61,0,8.05,clear sky
537,Praya,CV,14.9215,-23.5087,69.06,82,5,11.23,clear sky
538,Almaty,KZ,43.25,76.95,44.51,76,20,4.47,few clouds
539,Halifax,CA,44.6453,-63.5724,44.35,95,100,5.99,overcast clouds
540,Mazyr,BY,52.0495,29.2456,46.27,90,100,13.91,overcast clouds
541,Mikhaylovka,RU,50.06,43.2379,40.69,73,49,4.92,scattered clouds
542,Ampanihy,MG,-24.7,44.75,75.92,70,100,2.93,overcast clouds
543,Daugavpils,LV,55.8833,26.5333,34.43,82,100,11.65,overcast clouds
544,Nouadhibou,MR,20.931,-17.0347,63.39,91,0,15.7,clear sky
545,Mehamn,NO,71.0357,27.8492,35.49,98,100,21.47,light rain
546,Charters Towers,AU,-20.1,146.2667,81.12,31,0,12.46,clear sky
547,Urumqi,CN,43.801,87.6005,38.35,22,0,2.24,clear sky
548,Banjar,ID,-8.19,114.9675,85.28,70,89,1.25,overcast clouds
549,Samarai,PG,-10.6167,150.6667,83.37,72,100,8.48,overcast clouds
550,Umm Kaddadah,SD,13.6017,26.6876,78.76,8,84,13.38,broken clouds
551,Kassala,SD,15.451,36.4,84.52,42,13,6.87,few clouds
552,Taman,RU,45.2117,36.7161,48.97,83,96,14.05,overcast clouds
553,Talara,PE,-4.5772,-81.2719,67.86,86,40,17.96,scattered clouds
554,Vestmannaeyjar,IS,63.4427,-20.2734,47.14,86,28,34.14,scattered clouds
555,Colares,PT,38.7992,-9.4469,59.79,71,16,13.42,few clouds
556,Aginskoye,RU,51.1,114.53,42.06,57,100,14.18,overcast clouds
557,Athabasca,CA,54.7169,-113.2854,29.3,58,100,6.46,overcast clouds
558,Mao,ES,39.8885,4.2658,52.36,93,0,3.44,clear sky
559,Robe,AU,-37.1833,139.75,65.46,70,82,5.26,broken clouds
560,Genhe,CN,50.7833,121.5167,34.25,33,18,10.63,few clouds
561,Altay,CN,47.8667,88.1167,39.18,33,0,5.91,clear sky
562,Saucillo,MX,28.0167,-105.2833,82.74,8,92,5.82,overcast clouds
563,Gudur,IN,14.1333,79.85,82.51,78,75,5.57,broken clouds
564,Manavalakurichi,IN,8.1333,77.3,81.64,80,99,4.92,overcast clouds
565,Ligayan,PH,4.6533,119.4706,82.0,78,92,9.62,overcast clouds
566,Tual,ID,-5.6667,132.75,84.18,73,97,7.76,overcast clouds
567,Palauig,PH,15.435,119.9045,83.3,67,60,2.33,broken clouds
568,Nelson Bay,AU,-32.7167,152.15,71.65,68,100,2.91,overcast clouds
569,Nashville,US,36.1659,-86.7844,66.67,42,0,8.05,clear sky
570,Alpena,US,45.0617,-83.4327,35.19,58,40,8.05,scattered clouds
571,Gornyy,RU,55.1153,83.9059,40.69,70,12,5.68,few clouds
572,Crotone,IT,39.0851,17.1178,61.2,55,100,5.08,overcast clouds
573,Broome,US,42.2506,-75.833,59.38,47,100,12.66,overcast clouds
574,Tortoli,IT,39.9256,9.6572,58.69,36,100,4.38,overcast clouds
575,Kem,RU,64.9555,34.5793,20.64,96,22,5.82,few clouds
576,Cienaga De Oro,CO,8.8744,-75.6203,80.11,85,97,10.27,overcast clouds
577,Chernyshevskiy,RU,63.0128,112.4714,14.59,84,59,1.54,broken clouds
578,Edson,CA,53.5835,-116.4356,29.32,49,100,7.09,overcast clouds
579,Kharp,RU,66.8014,65.8081,16.18,89,94,8.63,overcast clouds
580,Manicore,BR,-5.8092,-61.3003,73.44,99,100,2.19,overcast clouds
581,Riachao,BR,-7.3619,-46.6172,73.65,88,57,2.46,broken clouds
582,Riobamba,EC,-1.6667,-78.6333,54.01,92,100,4.03,overcast clouds
583,Acapulco,MX,16.8634,-99.8901,82.22,65,0,6.91,clear sky
584,Los Llanos De Aridane,ES,28.6585,-17.9182,60.55,94,0,13.8,clear sky
585,Zmeinogorsk,RU,51.1567,82.195,43.88,68,0,3.85,clear sky
586,Northam,GB,51.0333,-4.2167,52.61,94,45,3.76,scattered clouds
587,Xining,CN,36.6167,101.7667,41.29,70,88,1.16,overcast clouds
588,Tiruchchendur,IN,8.4833,78.1167,80.89,77,100,14.9,overcast clouds
589,Beidao,CN,34.5686,105.8933,44.15,74,100,3.06,overcast clouds
590,Tazovskiy,RU,67.4667,78.7,17.87,93,100,5.59,overcast clouds
591,Moron,AR,-34.6534,-58.6198,64.15,89,0,6.02,clear sky
592,Velke Mezirici,CZ,49.3552,16.0122,45.52,75,86,13.44,overcast clouds
593,Harindanga,IN,22.0383,88.3214,82.53,81,78,15.73,broken clouds
594,Koulikoro,ML,14.0,-7.75,87.91,23,54,6.13,broken clouds
595,Mattru,SL,7.6244,-11.8332,76.44,90,80,2.06,broken clouds
596,Sinnamary,GF,5.3833,-52.95,77.9,88,100,9.08,overcast clouds
597,Lakes Entrance,AU,-37.8811,147.981,68.29,56,8,1.3,clear sky
598,Kudahuvadhoo,MV,2.6708,72.8944,83.39,72,77,3.78,broken clouds
599,Mago,RU,53.2514,140.1822,36.12,69,100,3.94,overcast clouds
600,Uzhur,RU,55.3036,89.8339,45.91,54,98,3.69,overcast clouds
601,Tibiri,NE,13.5627,7.0485,84.76,42,89,10.31,overcast clouds
602,Portobelo,PA,9.55,-79.65,82.74,87,87,11.03,overcast clouds
603,Lao Cai,VN,22.4833,103.95,80.08,85,83,2.19,broken clouds
604,Half Moon Bay,US,37.4636,-122.4286,67.41,60,0,19.57,clear sky
605,Omboue,GA,-1.5746,9.2618,77.05,90,100,1.48,overcast clouds
606,Quesnel,CA,52.9999,-122.5029,41.0,28,100,4.74,overcast clouds
607,Mercedes,AR,-34.6515,-59.4307,54.79,75,0,7.72,clear sky
608,Flinders,AU,-34.5833,150.8552,76.05,77,56,5.01,broken clouds
609,Richards Bay,ZA,-28.783,32.0377,67.35,87,99,14.67,light rain
610,Dangara,IN,29.6799,75.8931,75.58,30,0,4.29,clear sky
611,Wamba,NG,8.9333,8.6,76.64,72,100,3.09,overcast clouds
612,Borogontsy,RU,62.6683,131.1683,26.33,80,47,3.29,scattered clouds
613,Severomuysk,RU,56.1481,113.4267,16.68,82,59,5.37,broken clouds
614,Bilibino,RU,68.0546,166.4372,29.88,78,100,3.2,overcast clouds
615,Qeshm,IR,26.9581,56.2719,81.36,62,19,2.66,few clouds
616,Hualmay,PE,-11.0964,-77.6139,66.61,85,14,12.21,few clouds
617,Dukat,RU,62.55,155.55,15.64,86,100,5.93,overcast clouds
618,Shitanjing,CN,39.2342,106.3439,39.88,70,100,15.08,overcast clouds
619,Kumluca,TR,36.3703,30.2869,62.35,44,98,4.85,overcast clouds
620,Coffs Harbour,AU,-30.3,153.1333,71.56,68,100,10.36,light rain
621,Belem De Sao Francisco,BR,-8.7539,-38.9658,82.42,56,32,1.21,scattered clouds
622,Fukue,JP,32.6881,128.8419,56.14,62,91,24.34,overcast clouds
623,Natal,BR,-5.795,-35.2094,81.25,89,20,8.05,few clouds
624,Ostersund,SE,63.1792,14.6357,36.05,69,100,9.22,overcast clouds
625,Paragominas,BR,-2.9667,-47.4833,73.02,99,97,3.44,overcast clouds
626,Kungurtug,RU,50.5994,97.5228,27.46,77,100,0.47,overcast clouds
627,Wagar,SD,16.1525,36.2032,82.29,45,29,10.38,scattered clouds
628,Caravelas,BR,-17.7125,-39.2481,75.6,78,100,13.96,light rain
629,Nador,MA,35.174,-2.9287,55.65,71,0,3.44,clear sky
630,Abu Samrah,SY,35.3029,37.1841,53.8,52,0,5.1,clear sky
631,Prince Rupert,CA,54.3161,-130.3201,44.53,48,79,4.94,broken clouds
632,Olovyannaya,RU,50.95,115.5667,41.58,59,99,10.2,overcast clouds
633,Kvarkeno,RU,52.0833,59.725,44.46,82,100,14.16,overcast clouds
634,Luanda,AO,-8.8368,13.2343,76.64,89,100,7.11,overcast clouds
635,Srandakan,ID,-7.9386,110.2506,80.89,80,77,2.13,broken clouds
636,Verkhniy Lomov,RU,53.4678,43.5511,39.47,73,79,5.5,broken clouds
637,Beroroha,MG,-21.6667,45.1667,72.88,81,8,4.38,clear sky
638,Kununurra,AU,-15.7667,128.7333,87.78,70,85,2.3,overcast clouds
639,Teya,RU,60.3778,92.6267,36.01,99,100,3.06,overcast clouds
640,Kattivakkam,IN,13.2167,80.3167,86.09,87,84,11.9,broken clouds
641,Maldonado,UY,-34.6667,-54.9167,56.59,92,4,3.02,clear sky
642,Kimbe,PG,-5.5502,150.1429,88.36,61,55,4.09,broken clouds
643,Slave Lake,CA,55.2834,-114.769,30.04,62,100,5.14,overcast clouds
644,Tabou,CI,4.423,-7.3528,78.89,87,100,5.01,light rain
645,Emerald,AU,-23.5333,148.1667,79.34,45,0,9.17,clear sky
646,Madimba,TZ,-10.4,40.3333,76.64,92,92,8.03,light rain
647,Kuryk,KZ,43.2,51.65,50.45,63,0,8.95,clear sky
648,Coos Bay,US,43.3665,-124.2179,53.31,75,0,12.66,clear sky
649,Rock Sound,BS,24.9,-76.2,75.63,75,100,14.25,heavy intensity rain
650,Belle Fourche,US,44.6714,-103.8522,29.32,48,99,10.31,overcast clouds
651,Makrakomi,GR,38.9333,22.1167,57.72,60,100,2.01,overcast clouds
652,Cape Canaveral,US,28.4058,-80.6048,76.01,85,40,4.61,scattered clouds
653,Whitehorse,CA,60.7161,-135.0538,44.1,15,100,3.0,overcast clouds
654,Clyde,US,41.3042,-82.9752,50.29,66,100,8.72,overcast clouds
655,Uppsala,SE,60.0,17.75,26.11,93,80,0.0,broken clouds
656,Baldone,LV,56.7428,24.3944,37.15,84,9,8.79,clear sky
657,Ekhabi,RU,53.5102,142.9671,32.45,75,100,12.88,overcast clouds
658,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,65.53,42,23,4.65,few clouds
659,Micheweni,TZ,-4.9667,39.8333,78.89,86,100,7.85,moderate rain
660,Vangaindrano,MG,-23.35,47.6,74.32,90,82,4.5,light rain
661,Mandera,KE,3.9366,41.867,80.49,67,96,8.66,light rain
662,Boz,FR,46.4071,4.9109,54.18,88,19,5.7,few clouds
663,Lavrentiya,RU,65.5833,-171.0,29.3,95,100,14.54,light snow
664,Belyy Yar,RU,53.6039,91.3903,39.09,45,60,2.24,broken clouds
665,Ahtopol,BG,42.1,27.95,50.13,79,13,6.51,few clouds
666,Nabire,ID,-3.3667,135.4833,85.86,67,56,3.0,broken clouds
667,Opuwo,NA,-18.0607,13.84,67.28,51,16,3.67,few clouds
668,Astoria,US,46.1879,-123.8313,48.92,73,100,10.36,light rain
669,Barcelos,PT,41.5388,-8.6151,57.92,90,62,2.53,broken clouds
670,Turinsk,RU,58.0458,63.696,41.2,89,97,7.63,overcast clouds
671,Chimbote,PE,-9.0853,-78.5783,65.7,87,63,8.63,broken clouds
672,Zilair,RU,52.2332,57.4392,39.0,92,100,10.18,overcast clouds
673,Artvin,TR,41.1667,41.8333,39.88,87,14,2.71,few clouds
674,Todos Santos,MX,23.45,-110.2167,68.45,75,100,4.61,overcast clouds
675,Emiliano Zapata,MX,18.8333,-99.1833,81.59,43,100,2.08,overcast clouds
676,Kulhudhuffushi,MV,6.6221,73.07,84.24,69,88,7.81,overcast clouds
677,Khatanga,RU,71.9667,102.5,19.81,84,100,10.29,overcast clouds
678,Nazira,IN,26.9167,94.7333,67.53,87,100,6.85,overcast clouds
679,Polyarnyy,RU,69.1989,33.4478,31.19,91,100,19.39,light snow
680,Shambu,ET,9.5667,37.1,56.3,78,100,0.98,light rain
681,Giresun,TR,40.5,38.5,21.87,87,6,0.76,clear sky
682,Kupang,ID,-10.1667,123.5833,84.72,67,36,4.25,scattered clouds
683,Gao,ML,16.6362,1.637,81.81,11,100,11.48,overcast clouds
684,Araouane,ML,18.9048,-3.5265,77.23,13,0,11.7,clear sky
685,Wenling,CN,28.3669,121.36,55.15,72,100,12.06,overcast clouds
686,Hamilton,US,39.1834,-84.5333,65.03,32,75,13.8,broken clouds
687,Darovskoy,RU,58.77,47.9564,21.58,95,14,5.99,few clouds
688,Saint Anthony,US,45.0205,-93.218,30.29,63,100,18.41,overcast clouds
689,Katobu,ID,-4.9408,122.5276,82.47,82,99,2.64,moderate rain
690,Rundu,NA,-17.9333,19.7667,64.04,82,100,2.95,light rain
691,Matlock,GB,53.1384,-1.5556,52.74,86,20,3.47,few clouds
692,Montelibano,CO,7.9829,-75.4229,80.24,84,100,6.13,overcast clouds
